;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 05:10:25 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x0758	0x1C03      	BTFSS      STATUS, 0
0x0759	0x03DE      	DECF       _j+1, 1
;PI.c,270 :: 		Lcd_Chr_CP('V');
0x075A	0x3056      	MOVLW      86
0x075B	0x1683      	BSF        STATUS, 5
0x075C	0x1703      	BSF        STATUS, 6
0x075D	0x00E7      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x075E	0x237C      	CALL       _Lcd_Chr_CP
;PI.c,271 :: 		cnt = 6;
0x075F	0x3006      	MOVLW      6
0x0760	0x1283      	BCF        STATUS, 5
0x0761	0x1303      	BCF        STATUS, 6
0x0762	0x00A7      	MOVWF      _cnt
0x0763	0x01A8      	CLRF       _cnt+1
0x0764	0x01A9      	CLRF       _cnt+2
0x0765	0x01AA      	CLRF       _cnt+3
;PI.c,272 :: 		VoltInt = 0;
0x0766	0x1683      	BSF        STATUS, 5
0x0767	0x01D5      	CLRF       _VoltInt
0x0768	0x01D6      	CLRF       _VoltInt+1
;PI.c,274 :: 		Delay_ms(1000);
0x0769	0x300B      	MOVLW      11
0x076A	0x00FB      	MOVWF      R11
0x076B	0x3026      	MOVLW      38
0x076C	0x00FC      	MOVWF      R12
0x076D	0x305D      	MOVLW      93
0x076E	0x00FD      	MOVWF      R13
L_Mostrar59:
0x076F	0x0BFD      	DECFSZ     R13, 1
0x0770	0x2F6F      	GOTO       L_Mostrar59
0x0771	0x0BFC      	DECFSZ     R12, 1
0x0772	0x2F6F      	GOTO       L_Mostrar59
0x0773	0x0BFB      	DECFSZ     R11, 1
0x0774	0x2F6F      	GOTO       L_Mostrar59
0x0775	0x0000      	NOP
0x0776	0x0000      	NOP
;PI.c,275 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0777	0x3001      	MOVLW      1
0x0778	0x1703      	BSF        STATUS, 6
0x0779	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x077A	0x209D      	CALL       _Lcd_Cmd
;PI.c,276 :: 		Lcd_Out(1,1,"Mostrando data");
0x077B	0x3001      	MOVLW      1
0x077C	0x1683      	BSF        STATUS, 5
0x077D	0x1703      	BSF        STATUS, 6
0x077E	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x077F	0x3001      	MOVLW      1
0x0780	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0781	0x30D7      	MOVLW      ?lstr9_PI
0x0782	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0783	0x238D      	CALL       _Lcd_Out
;PI.c,277 :: 		}
L_Mostrar58:
L_Mostrar55:
;PI.c,279 :: 		}
0x0784	0x2EB4      	GOTO       L_Mostrar49
L_Mostrar50:
;PI.c,280 :: 		}
L_end_Mostrar:
0x0785	0x0008      	RETURN
; end of _Mostrar
_resetAll:
;PI.c,55 :: 		void resetAll(){       //Se resetean todas las variables
;PI.c,56 :: 		banderaUp = 0;
0x0786	0x1283      	BCF        STATUS, 5
0x0787	0x1303      	BCF        STATUS, 6
0x0788	0x01E1      	CLRF       _banderaUp
;PI.c,57 :: 		banderaOk = 0;
0x0789	0x01DF      	CLRF       _banderaOk
;PI.c,58 :: 		banderaDown = 0;
0x078A	0x01E4      	CLRF       _banderaDown
;PI.c,59 :: 		opcion = 0;
0x078B	0x01AB      	CLRF       _opcion
0x078C	0x01AC      	CLRF       _opcion+1
;PI.c,60 :: 		lect = 0;
0x078D	0x01A5      	CLRF       _lect
0x078E	0x01A6      	CLRF       _lect+1
;PI.c,61 :: 		valor = 0;
0x078F	0x1703      	BSF        STATUS, 6
0x0790	0x01EE      	CLRF       _valor
0x0791	0x01EF      	CLRF       _valor+1
;PI.c,62 :: 		cnt =0;
0x0792	0x1303      	BCF        STATUS, 6
0x0793	0x01A7      	CLRF       _cnt
0x0794	0x01A8      	CLRF       _cnt+1
0x0795	0x01A9      	CLRF       _cnt+2
0x0796	0x01AA      	CLRF       _cnt+3
;PI.c,63 :: 		tiempo = 0;
0x0797	0x01B1      	CLRF       _tiempo
0x0798	0x01B2      	CLRF       _tiempo+1
0x0799	0x01B3      	CLRF       _tiempo+2
0x079A	0x01B4      	CLRF       _tiempo+3
;PI.c,64 :: 		cntUser = 0;
0x079B	0x01D9      	CLRF       _cntUser
0x079C	0x01DA      	CLRF       _cntUser+1
0x079D	0x01DB      	CLRF       _cntUser+2
0x079E	0x01DC      	CLRF       _cntUser+3
;PI.c,65 :: 		segundos = 0;
0x079F	0x01EB      	CLRF       _segundos
0x07A0	0x01EC      	CLRF       _segundos+1
;PI.c,66 :: 		minutos = 0;
0x07A1	0x01E9      	CLRF       _minutos
0x07A2	0x01EA      	CLRF       _minutos+1
;PI.c,67 :: 		horas = 0;
0x07A3	0x01E2      	CLRF       _horas
0x07A4	0x01E3      	CLRF       _horas+1
;PI.c,68 :: 		timing = 0;
0x07A5	0x1683      	BSF        STATUS, 5
0x07A6	0x01EF      	CLRF       _timing
;PI.c,69 :: 		decena = 0;
0x07A7	0x1283      	BCF        STATUS, 5
0x07A8	0x01E0      	CLRF       _decena
;PI.c,70 :: 		espacio = 0;
0x07A9	0x01B0      	CLRF       _espacio
;PI.c,71 :: 		i = 0;
0x07AA	0x1703      	BSF        STATUS, 6
0x07AB	0x01E6      	CLRF       _i
0x07AC	0x01E7      	CLRF       _i+1
;PI.c,72 :: 		tope = 0;
0x07AD	0x1303      	BCF        STATUS, 6
0x07AE	0x01E5      	CLRF       _tope
0x07AF	0x01E6      	CLRF       _tope+1
0x07B0	0x01E7      	CLRF       _tope+2
0x07B1	0x01E8      	CLRF       _tope+3
;PI.c,73 :: 		j = 0;
0x07B2	0x01DD      	CLRF       _j
0x07B3	0x01DE      	CLRF       _j+1
;PI.c,74 :: 		desp = 0;
0x07B4	0x1703      	BSF        STATUS, 6
0x07B5	0x01EC      	CLRF       _desp
0x07B6	0x01ED      	CLRF       _desp+1
;PI.c,75 :: 		}
L_end_resetAll:
0x07B7	0x0008      	RETURN
; end of _resetAll
_ADC_Init:
;__Lib_ADC_88X.c,20 :: 		
;__Lib_ADC_88X.c,21 :: 		
0x07B8	0x30FF      	MOVLW      _ADC_Get_Sample
0x07B9	0x1683      	BSF        STATUS, 5
0x07BA	0x1703      	BSF        STATUS, 6
0x07BB	0x00C6      	MOVWF      _ADC_Get_Sample_Ptr
0x07BC	0x30FF      	MOVLW      hi_addr(_ADC_Get_Sample)
0x07BD	0x00C7      	MOVWF      _ADC_Get_Sample_Ptr+1
0x07BE	0x30FF      	MOVLW      FARG_ADC_Get_Sample_channel
0x07BF	0x00C8      	MOVWF      _ADC_Get_Sample_Ptr+2
0x07C0	0x30FF      	MOVLW      hi_addr(FARG_ADC_Get_Sample_channel)
;__Lib_ADC_88X.c,23 :: 		
0x07C1	0x30C3      	MOVLW      195
0x07C2	0x1283      	BCF        STATUS, 5
0x07C3	0x1303      	BCF        STATUS, 6
0x07C4	0x059F      	ANDWF      ADCON0, 1
;__Lib_ADC_88X.c,27 :: 		
0x07C5	0x30C0      	MOVLW      192
0x07C6	0x009F      	MOVWF      ADCON0
;__Lib_ADC_88X.c,28 :: 		
0x07C7	0x1683      	BSF        STATUS, 5
0x07C8	0x0954      	COMF       _vref_mask, 0
0x07C9	0x00F0      	MOVWF      R0
0x07CA	0x0870      	MOVF       R0, 0
0x07CB	0x059F      	ANDWF      ADCON1, 1
;__Lib_ADC_88X.c,29 :: 		
0x07CC	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_88X.c,31 :: 		
0x07CD	0x1283      	BCF        STATUS, 5
0x07CE	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_88X.c,32 :: 		
L_end_ADC_Init:
0x07CF	0x0008      	RETURN
; end of _ADC_Init
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x07D0	0x2386      	CALL       _____DoICP
0x07D1	0x118A      	BCF        PCLATH, 3
0x07D2	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x07D3	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x07D4	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x07D5	0x0AD3      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x07D6	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x07D7	0x0AD4      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x07D8	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x07D9	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x07DA	0x2FD0      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x07DB	0x0008      	RETURN
; end of ___CC2DW
_UART1_Init:
;__Lib_UART_c67.c,2 :: 		
;__Lib_UART_c67.c,5 :: 		
0x07DC	0x1683      	BSF        STATUS, 5
0x07DD	0x1303      	BCF        STATUS, 6
0x07DE	0x1698      	BSF        TXSTA, 5
;__Lib_UART_c67.c,6 :: 		
0x07DF	0x3090      	MOVLW      144
0x07E0	0x1283      	BCF        STATUS, 5
0x07E1	0x0098      	MOVWF      RCSTA
;__Lib_UART_c67.c,7 :: 		
0x07E2	0x1683      	BSF        STATUS, 5
0x07E3	0x1787      	BSF        TRISC7_bit, BitPos(TRISC7_bit+0)
;__Lib_UART_c67.c,8 :: 		
0x07E4	0x1307      	BCF        TRISC6_bit, BitPos(TRISC6_bit+0)
;__Lib_UART_c67.c,10 :: 		
L_UART1_Init0:
0x07E5	0x1283      	BCF        STATUS, 5
0x07E6	0x1E8C      	BTFSS      PIR1, 5
0x07E7	0x2FEB      	GOTO       L_UART1_Init1
;__Lib_UART_c67.c,11 :: 		
0x07E8	0x081A      	MOVF       RCREG, 0
0x07E9	0x00F0      	MOVWF      R0
0x07EA	0x2FE5      	GOTO       L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,12 :: 		
L_end_UART1_Init:
0x07EB	0x0008      	RETURN
; end of _UART1_Init
_cnfTiempoLcd:
;PI.c,126 :: 		void cnfTiempoLcd(){//Captura tiempo a muestrear (TMR0)
;PI.c,127 :: 		timing = 1;
0x0800	0x3001      	MOVLW      1
0x0801	0x1683      	BSF        STATUS, 5
0x0802	0x1303      	BCF        STATUS, 6
0x0803	0x00EF      	MOVWF      _timing
;PI.c,128 :: 		desp = 0;
0x0804	0x1283      	BCF        STATUS, 5
0x0805	0x1703      	BSF        STATUS, 6
0x0806	0x01EC      	CLRF       _desp
0x0807	0x01ED      	CLRF       _desp+1
;PI.c,129 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0808	0x3001      	MOVLW      1
0x0809	0x1683      	BSF        STATUS, 5
0x080A	0x00EF      	MOVWF      FARG_Lcd_Cmd_out_char
0x080B	0x118A      	BCF        PCLATH, 3
0x080C	0x209D      	CALL       _Lcd_Cmd
0x080D	0x158A      	BSF        PCLATH, 3
;PI.c,132 :: 		Lcd_Out(1,1,"Tiempo: ");
0x080E	0x3001      	MOVLW      1
0x080F	0x1683      	BSF        STATUS, 5
0x0810	0x1703      	BSF        STATUS, 6
0x0811	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0812	0x3001      	MOVLW      1
0x0813	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0814	0x3090      	MOVLW      ?lstr1_PI
0x0815	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0816	0x118A      	BCF        PCLATH, 3
0x0817	0x238D      	CALL       _Lcd_Out
0x0818	0x158A      	BSF        PCLATH, 3
;PI.c,133 :: 		Delay_ms(50);
0x0819	0x3082      	MOVLW      130
0x081A	0x00FC      	MOVWF      R12
0x081B	0x30DD      	MOVLW      221
0x081C	0x00FD      	MOVWF      R13
L_cnfTiempoLcd11:
0x081D	0x0BFD      	DECFSZ     R13, 1
0x081E	0x281D      	GOTO       L_cnfTiempoLcd11
0x081F	0x0BFC      	DECFSZ     R12, 1
0x0820	0x281D      	GOTO       L_cnfTiempoLcd11
0x0821	0x0000      	NOP
0x0822	0x0000      	NOP
;PI.c,134 :: 		Lcd_Out(1,9,"Hrs[  ]");
0x0823	0x3001      	MOVLW      1
0x0824	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0825	0x3009      	MOVLW      9
0x0826	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x0827	0x3099      	MOVLW      ?lstr2_PI
0x0828	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x0829	0x118A      	BCF        PCLATH, 3
0x082A	0x238D      	CALL       _Lcd_Out
0x082B	0x158A      	BSF        PCLATH, 3
;PI.c,135 :: 		Delay_ms(50);
0x082C	0x3082      	MOVLW      130
0x082D	0x00FC      	MOVWF      R12
0x082E	0x30DD      	MOVLW      221
0x082F	0x00FD      	MOVWF      R13
L_cnfTiempoLcd12:
0x0830	0x0BFD      	DECFSZ     R13, 1
0x0831	0x2830      	GOTO       L_cnfTiempoLcd12
0x0832	0x0BFC      	DECFSZ     R12, 1
0x0833	0x2830      	GOTO       L_cnfTiempoLcd12
0x0834	0x0000      	NOP
0x0835	0x0000      	NOP
;PI.c,136 :: 		Lcd_Out(2,1,"Min[  ]");
0x0836	0x3002      	MOVLW      2
0x0837	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x0838	0x3001      	MOVLW      1
0x0839	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x083A	0x30A9      	MOVLW      ?lstr3_PI
0x083B	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x083C	0x118A      	BCF        PCLATH, 3
0x083D	0x238D      	CALL       _Lcd_Out
0x083E	0x158A      	BSF        PCLATH, 3
;PI.c,137 :: 		Delay_ms(50);
0x083F	0x3082      	MOVLW      130
0x0840	0x00FC      	MOVWF      R12
0x0841	0x30DD      	MOVLW      221
0x0842	0x00FD      	MOVWF      R13
L_cnfTiempoLcd13:
0x0843	0x0BFD      	DECFSZ     R13, 1
0x0844	0x2843      	GOTO       L_cnfTiempoLcd13
0x0845	0x0BFC      	DECFSZ     R12, 1
0x0846	0x2843      	GOTO       L_cnfTiempoLcd13
0x0847	0x0000      	NOP
0x0848	0x0000      	NOP
;PI.c,138 :: 		Lcd_Out(2,9,"Seg[  ]");
0x0849	0x3002      	MOVLW      2
0x084A	0x00DA      	MOVWF      FARG_Lcd_Out_row
0x084B	0x3009      	MOVLW      9
0x084C	0x00DB      	MOVWF      FARG_Lcd_Out_column
0x084D	0x30A1      	MOVLW      ?lstr4_PI
0x084E	0x00DC      	MOVWF      FARG_Lcd_Out_text
0x084F	0x118A      	BCF        PCLATH, 3
0x0850	0x238D      	CALL       _Lcd_Out
0x0851	0x158A      	BSF        PCLATH, 3
;PI.c,139 :: 		Delay_ms(50);
0x0852	0x3082      	MOVLW      130
0x0853	0x00FC      	MOVWF      R12
0x0854	0x30DD      	MOVLW      221
0x0855	0x00FD      	MOVWF      R13
L_cnfTiempoLcd14:
0x0856	0x0BFD      	DECFSZ     R13, 1
0x0857	0x2856      	GOTO       L_cnfTiempoLcd14
0x0858	0x0BFC      	DECFSZ     R12, 1
0x0859	0x2856      	GOTO       L_cnfTiempoLcd14
0x085A	0x0000      	NOP
0x085B	0x0000      	NOP
;PI.c,140 :: 		valor = 0;
0x085C	0x1283      	BCF        STATUS, 5
0x085D	0x01EE      	CLRF       _valor
0x085E	0x01EF      	CLRF       _valor+1
;PI.c,141 :: 		while(timing != 4){//timing sirve para saber en qué unidad de tiempo se está ajustando el parámetro
L_cnfTiempoLcd15:
0x085F	0x1683      	BSF        STATUS, 5
0x0860	0x1303      	BCF        STATUS, 6
0x0861	0x086F      	MOVF       _timing, 0
0x0862	0x3A04      	XORLW      4
0x0863	0x1903      	BTFSC      STATUS, 2
0x0864	0x2930      	GOTO       L_cnfTiempoLcd16
;PI.c,142 :: 		if(UPBtn && banderaUp==0){//incrementa unidades de tiempo con el botón de UP
0x0865	0x1283      	BCF        STATUS, 5
0x0866	0x1C07      	BTFSS      RC0_bit, BitPos(RC0_bit+0)
0x0867	0x287E      	GOTO       L_cnfTiempoLcd19
0x0868	0x0861      	MOVF       _banderaUp, 0
0x0869	0x3A00      	XORLW      0
0x086A	0x1D03      	BTFSS      STATUS, 2
0x086B	0x287E      	GOTO       L_cnfTiempoLcd19
L__cnfTiempoLcd99:
;PI.c,143 :: 		banderaUp = 1;
0x086C	0x3001      	MOVLW      1
0x086D	0x00E1      	MOVWF      _banderaUp
;PI.c,144 :: 		valor++;
0x086E	0x1703      	BSF        STATUS, 6
0x086F	0x0AEE      	INCF       _valor, 1
0x0870	0x1903      	BTFSC      STATUS, 2
0x0871	0x0AEF      	INCF       _valor+1, 1
;PI.c,145 :: 		procesarValor(timing);//dependiendo de la carga, lo procesa y lo pasa a caracter imprimible por la lcd
0x0872	0x1683      	BSF        STATUS, 5
0x0873	0x1303      	BCF        STATUS, 6
0x0874	0x086F      	MOVF       _timing, 0
0x0875	0x1703      	BSF        STATUS, 6
0x0876	0x00DA      	MOVWF      FARG_procesarValor_opc
0x0877	0x3000      	MOVLW      0
0x0878	0x1BDA      	BTFSC      FARG_procesarValor_opc, 7
0x0879	0x30FF      	MOVLW      255
0x087A	0x00DB      	MOVWF      FARG_procesarValor_opc+1
0x087B	0x118A      	BCF        PCLATH, 3
0x087C	0x2412      	CALL       _procesarValor
0x087D	0x158A      	BSF        PCLATH, 3
;PI.c,146 :: 		}
L_cnfTiempoLcd19:
;PI.c,147 :: 		if(!UPBtn && banderaUp==1){
0x087E	0x1283      	BCF        STATUS, 5
0x087F	0x1303      	BCF        STATUS, 6
0x0880	0x1807      	BTFSC      RC0_bit, BitPos(RC0_bit+0)
0x0881	0x2887      	GOTO       L_cnfTiempoLcd22
0x0882	0x0861      	MOVF       _banderaUp, 0
0x0883	0x3A01      	XORLW      1
0x0884	0x1D03      	BTFSS      STATUS, 2
0x0885	0x2887      	GOTO       L_cnfTiempoLcd22
L__cnfTiempoLcd98:
;PI.c,148 :: 		banderaUp=0;
0x0886	0x01E1      	CLRF       _banderaUp
;PI.c,149 :: 		}
L_cnfTiempoLcd22:
;PI.c,150 :: 		if(OKBtn && banderaOk==0){//Se acepta el valor cargado en las unidades de tiempo, se incrementa al siguiente
0x0887	0x1C87      	BTFSS      RC1_bit, BitPos(RC1_bit+0)
0x0888	0x2898      	GOTO       L_cnfTiempoLcd25
0x0889	0x085F      	MOVF       _banderaOk, 0
0x088A	0x3A00      	XORLW      0
0x088B	0x1D03      	BTFSS      STATUS, 2
0x088C	0x2898      	GOTO       L_cnfTiempoLcd25
L__cnfTiempoLcd97:
;PI.c,152 :: 		timing++;
0x088D	0x1683      	BSF        STATUS, 5
0x088E	0x0AEF      	INCF       _timing, 1
;PI.c,153 :: 		banderaOk = 1;
0x088F	0x3001      	MOVLW      1
0x0890	0x1283      	BCF        STATUS, 5
0x0891	0x00DF      	MOVWF      _banderaOk
;PI.c,154 :: 		decena = 0;
0x0892	0x01E0      	CLRF       _decena
;PI.c,155 :: 		valor = 0;
0x0893	0x1703      	BSF        STATUS, 6
0x0894	0x01EE      	CLRF       _valor
0x0895	0x01EF      	CLRF       _valor+1
;PI.c,156 :: 		desp = 0;
0x0896	0x01EC      	CLRF       _desp
0x0897	0x01ED      	CLRF       _desp+1
;PI.c,157 :: 		}
L_cnfTiempoLcd25:
;PI.c,158 :: 		if(!OKBtn && banderaOk==1){
0x0898	0x1303      	BCF        STATUS, 6
0x0899	0x1887      	BTFSC      RC1_bit, BitPos(RC1_bit+0)
0x089A	0x290B      	GOTO       L_cnfTiempoLcd28
0x089B	0x085F      	MOVF       _banderaOk, 0
0x089C	0x3A01      	XORLW      1
0x089D	0x1D03      	BTFSS      STATUS, 2
0x089E	0x290B      	GOTO       L_cnfTiempoLcd28
L__cnfTiempoLcd96:
;PI.c,159 :: 		banderaOk=0;
0x089F	0x01DF      	CLRF       _banderaOk
;PI.c,160 :: 		switch(timing){
0x08A0	0x28FD      	GOTO       L_cnfTiempoLcd29
;PI.c,161 :: 		case 2:
L_cnfTiempoLcd31:
0x08A1	0x1283      	BCF        STATUS, 5
;PI.c,162 :: 		if(horas==0){
0x08A2	0x3000      	MOVLW      0
0x08A3	0x0663      	XORWF      _horas+1, 0
0x08A4	0x1D03      	BTFSS      STATUS, 2
0x08A5	0x28A8      	GOTO       L__cnfTiempoLcd115
0x08A6	0x3000      	MOVLW      0
0x08A7	0x0662      	XORWF      _horas, 0
L__cnfTiempoLcd115:
0x08A8	0x1D03      	BTFSS      STATUS, 2
0x08A9	0x28BE      	GOTO       L_cnfTiempoLcd32
;PI.c,163 :: 		Lcd_Chr(1,13,'0');
0x08AA	0x3001      	MOVLW      1
0x08AB	0x1683      	BSF        STATUS, 5
0x08AC	0x1703      	BSF        STATUS, 6
0x08AD	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08AE	0x300D      	MOVLW      13
0x08AF	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08B0	0x3030      	MOVLW      48
0x08B1	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08B2	0x118A      	BCF        PCLATH, 3
0x08B3	0x2291      	CALL       _Lcd_Chr
0x08B4	0x158A      	BSF        PCLATH, 3
;PI.c,164 :: 		Lcd_Chr(1,14,'0');
0x08B5	0x3001      	MOVLW      1
0x08B6	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08B7	0x300E      	MOVLW      14
0x08B8	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08B9	0x3030      	MOVLW      48
0x08BA	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08BB	0x118A      	BCF        PCLATH, 3
0x08BC	0x2291      	CALL       _Lcd_Chr
0x08BD	0x158A      	BSF        PCLATH, 3
;PI.c,165 :: 		}
L_cnfTiempoLcd32:
;PI.c,166 :: 		break;
0x08BE	0x290B      	GOTO       L_cnfTiempoLcd30
;PI.c,167 :: 		case 3:if(minutos == 0){
L_cnfTiempoLcd33:
0x08BF	0x3000      	MOVLW      0
0x08C0	0x1283      	BCF        STATUS, 5
0x08C1	0x1303      	BCF        STATUS, 6
0x08C2	0x066A      	XORWF      _minutos+1, 0
0x08C3	0x1D03      	BTFSS      STATUS, 2
0x08C4	0x28C7      	GOTO       L__cnfTiempoLcd116
0x08C5	0x3000      	MOVLW      0
0x08C6	0x0669      	XORWF      _minutos, 0
L__cnfTiempoLcd116:
0x08C7	0x1D03      	BTFSS      STATUS, 2
0x08C8	0x28DD      	GOTO       L_cnfTiempoLcd34
;PI.c,168 :: 		Lcd_Chr(2,5,'0');
0x08C9	0x3002      	MOVLW      2
0x08CA	0x1683      	BSF        STATUS, 5
0x08CB	0x1703      	BSF        STATUS, 6
0x08CC	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08CD	0x3005      	MOVLW      5
0x08CE	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08CF	0x3030      	MOVLW      48
0x08D0	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08D1	0x118A      	BCF        PCLATH, 3
0x08D2	0x2291      	CALL       _Lcd_Chr
0x08D3	0x158A      	BSF        PCLATH, 3
;PI.c,169 :: 		Lcd_Chr(2,6,'0');
0x08D4	0x3002      	MOVLW      2
0x08D5	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08D6	0x3006      	MOVLW      6
0x08D7	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08D8	0x3030      	MOVLW      48
0x08D9	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08DA	0x118A      	BCF        PCLATH, 3
0x08DB	0x2291      	CALL       _Lcd_Chr
0x08DC	0x158A      	BSF        PCLATH, 3
;PI.c,170 :: 		}/**/
L_cnfTiempoLcd34:
;PI.c,171 :: 		break;
0x08DD	0x290B      	GOTO       L_cnfTiempoLcd30
;PI.c,172 :: 		case 4:
L_cnfTiempoLcd35:
;PI.c,173 :: 		if(segundos == 0){
0x08DE	0x3000      	MOVLW      0
0x08DF	0x1283      	BCF        STATUS, 5
0x08E0	0x1303      	BCF        STATUS, 6
0x08E1	0x066C      	XORWF      _segundos+1, 0
0x08E2	0x1D03      	BTFSS      STATUS, 2
0x08E3	0x28E6      	GOTO       L__cnfTiempoLcd117
0x08E4	0x3000      	MOVLW      0
0x08E5	0x066B      	XORWF      _segundos, 0
L__cnfTiempoLcd117:
0x08E6	0x1D03      	BTFSS      STATUS, 2
0x08E7	0x28FC      	GOTO       L_cnfTiempoLcd36
;PI.c,174 :: 		Lcd_Chr(2,13,'0');
0x08E8	0x3002      	MOVLW      2
0x08E9	0x1683      	BSF        STATUS, 5
0x08EA	0x1703      	BSF        STATUS, 6
0x08EB	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08EC	0x300D      	MOVLW      13
0x08ED	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08EE	0x3030      	MOVLW      48
0x08EF	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08F0	0x118A      	BCF        PCLATH, 3
0x08F1	0x2291      	CALL       _Lcd_Chr
0x08F2	0x158A      	BSF        PCLATH, 3
;PI.c,175 :: 		Lcd_Chr(2,14,'0');
0x08F3	0x3002      	MOVLW      2
0x08F4	0x00E7      	MOVWF      FARG_Lcd_Chr_row
0x08F5	0x300E      	MOVLW      14
0x08F6	0x00E8      	MOVWF      FARG_Lcd_Chr_column
0x08F7	0x3030      	MOVLW      48
0x08F8	0x00E9      	MOVWF      FARG_Lcd_Chr_out_char
0x08F9	0x118A      	BCF        PCLATH, 3
0x08FA	0x2291      	CALL       _Lcd_Chr
0x08FB	0x158A      	BSF        PCLATH, 3
;PI.c,176 :: 		}
L_cnfTiempoLcd36:
;PI.c,177 :: 		break;
0x08FC	0x290B      	GOTO       L_cnfTiempoLcd30
;PI.c,178 :: 		}
L_cnfTiempoLcd29:
0x08FD	0x1303      	BCF        STATUS, 6
0x08FE	0x1683      	BSF        STATUS, 5
0x08FF	0x086F      	MOVF       _timing, 0
0x0900	0x3A02      	XORLW      2
0x0901	0x1903      	BTFSC      STATUS, 2
0x0902	0x28A1      	GOTO       L_cnfTiempoLcd31
0x0903	0x086F      	MOVF       _timing, 0
0x0904	0x3A03      	XORLW      3
0x0905	0x1903      	BTFSC      STATUS, 2
0x0906	0x28BF      	GOTO       L_cnfTiempoLcd33
0x0907	0x086F      	MOVF       _timing, 0
0x0908	0x3A04      	XORLW      4
0x0909	0x1903      	BTFSC      STATUS, 2
0x090A	0x28DE      	GOTO       L_cnfTiempoLcd35
L_cnfTiempoLcd30:
;PI.c,179 :: 		}
L_cnfTiempoLcd28:
0x090B	0x1303      	BCF        STATUS, 6
;PI.c,180 :: 		if(DOWNBtn && banderaDown==0){//Decrementa unidades de tiempo con el botón Down
0x090C	0x1283      	BCF        STATUS, 5
0x090D	0x1D07      	BTFSS      RC2_bit, BitPos(RC2_bit+0)
0x090E	0x2926      	GOTO       L_cnfTiempoLcd39
0x090F	0x0864      	MOVF       _banderaDown, 0
0x0910	0x3A00      	XORLW      0
0x0911	0x1D03      	BTFSS      STATUS, 2
0x0912	0x2926      	GOTO       L_cnfTiempoLcd39
L__cnfTiempoLcd95:
;PI.c,181 :: 		banderaDown = 1;
0x0913	0x3001      	MOVLW      1
0x0914	0x00E4      	MOVWF      _banderaDown
;PI.c,182 :: 		valor--;
0x0915	0x3001      	MOVLW      1
0x0916	0x1703      	BSF        STATUS, 6
0x0917	0x02EE      	SUBWF      _valor, 1
0x0918	0x1C03      	BTFSS      STATUS, 0
0x0919	0x03EF      	DECF       _valor+1, 1
