;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 06:13:14 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x0333	0x179F      	BSF        ADCON1, 7
;__Lib_ADC_88X.c,31 :: 		
0x0334	0x1283      	BCF        STATUS, 5
0x0335	0x141F      	BSF        ADCON0, 0
;__Lib_ADC_88X.c,32 :: 		
L_end_ADC_Init:
0x0336	0x0008      	RETURN
; end of _ADC_Init
_Mostrar:
;ProyectoIntegrador.c,216 :: 		void Mostrar(){//Dentro del while, la i representa el índice de la memoria eeprom que se irá incrementando cada que
;ProyectoIntegrador.c,217 :: 		cmpTope = 1;
0x0337	0x3001      	MOVLW      1
0x0338	0x1283      	BCF        STATUS, 5
0x0339	0x1703      	BSF        STATUS, 6
0x033A	0x0099      	MOVWF      _cmpTope
0x033B	0x3000      	MOVLW      0
0x033C	0x009A      	MOVWF      _cmpTope+1
;ProyectoIntegrador.c,218 :: 		cmpData = 1;
0x033D	0x3001      	MOVLW      1
0x033E	0x009E      	MOVWF      _cmpData
0x033F	0x3000      	MOVLW      0
0x0340	0x009F      	MOVWF      _cmpData+1
;ProyectoIntegrador.c,219 :: 		recorre = 1;
0x0341	0x3001      	MOVLW      1
0x0342	0x00A0      	MOVWF      _recorre
0x0343	0x3000      	MOVLW      0
0x0344	0x00A1      	MOVWF      _recorre+1
;ProyectoIntegrador.c,220 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0345	0x3001      	MOVLW      1
0x0346	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x0347	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,221 :: 		while(cmpTope <= 4){
L_Mostrar46:
0x0348	0x3080      	MOVLW      128
0x0349	0x00F0      	MOVWF      R0
0x034A	0x3080      	MOVLW      128
0x034B	0x1703      	BSF        STATUS, 6
0x034C	0x061A      	XORWF      _cmpTope+1, 0
0x034D	0x0270      	SUBWF      R0, 0
0x034E	0x1D03      	BTFSS      STATUS, 2
0x034F	0x2B52      	GOTO       L__Mostrar135
0x0350	0x0819      	MOVF       _cmpTope, 0
0x0351	0x3C04      	SUBLW      4
L__Mostrar135:
0x0352	0x1C03      	BTFSS      STATUS, 0
0x0353	0x2BBB      	GOTO       L_Mostrar47
;ProyectoIntegrador.c,222 :: 		while(cmpData <= 5){
L_Mostrar48:
0x0354	0x3080      	MOVLW      128
0x0355	0x00F0      	MOVWF      R0
0x0356	0x3080      	MOVLW      128
0x0357	0x061F      	XORWF      _cmpData+1, 0
0x0358	0x0270      	SUBWF      R0, 0
0x0359	0x1D03      	BTFSS      STATUS, 2
0x035A	0x2B5D      	GOTO       L__Mostrar136
0x035B	0x081E      	MOVF       _cmpData, 0
0x035C	0x3C05      	SUBLW      5
L__Mostrar136:
0x035D	0x1C03      	BTFSS      STATUS, 0
0x035E	0x2BA0      	GOTO       L_Mostrar49
;ProyectoIntegrador.c,223 :: 		if(cmpData==2){
0x035F	0x3000      	MOVLW      0
0x0360	0x061F      	XORWF      _cmpData+1, 0
0x0361	0x1D03      	BTFSS      STATUS, 2
0x0362	0x2B65      	GOTO       L__Mostrar137
0x0363	0x3002      	MOVLW      2
0x0364	0x061E      	XORWF      _cmpData, 0
L__Mostrar137:
0x0365	0x1D03      	BTFSS      STATUS, 2
0x0366	0x2B7A      	GOTO       L_Mostrar50
;ProyectoIntegrador.c,224 :: 		Lcd_Out(2,4+cmpData,".");
0x0367	0x3002      	MOVLW      2
0x0368	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0369	0x081E      	MOVF       _cmpData, 0
0x036A	0x3E04      	ADDLW      4
0x036B	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x036C	0x30DC      	MOVLW      ?lstr6_ProyectoIntegrador
0x036D	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x036E	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,225 :: 		Delay_ms(50);
0x036F	0x3082      	MOVLW      130
0x0370	0x00FC      	MOVWF      R12
0x0371	0x30DD      	MOVLW      221
0x0372	0x00FD      	MOVWF      R13
L_Mostrar51:
0x0373	0x0BFD      	DECFSZ     R13, 1
0x0374	0x2B73      	GOTO       L_Mostrar51
0x0375	0x0BFC      	DECFSZ     R12, 1
0x0376	0x2B73      	GOTO       L_Mostrar51
0x0377	0x0000      	NOP
0x0378	0x0000      	NOP
;ProyectoIntegrador.c,226 :: 		}else{
0x0379	0x2B9A      	GOTO       L_Mostrar52
L_Mostrar50:
;ProyectoIntegrador.c,227 :: 		Lcd_Chr(2,4+cmpData,48+EEPROM_Read(recorre));
0x037A	0x1283      	BCF        STATUS, 5
0x037B	0x1703      	BSF        STATUS, 6
0x037C	0x0820      	MOVF       _recorre, 0
0x037D	0x00A4      	MOVWF      FARG_EEPROM_Read_Address
0x037E	0x22CA      	CALL       _EEPROM_Read
0x037F	0x0870      	MOVF       R0, 0
0x0380	0x3E30      	ADDLW      48
0x0381	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x0382	0x3002      	MOVLW      2
0x0383	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x0384	0x081E      	MOVF       _cmpData, 0
0x0385	0x3E04      	ADDLW      4
0x0386	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x0387	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,228 :: 		Delay_ms(100);
0x0388	0x3002      	MOVLW      2
0x0389	0x00FB      	MOVWF      R11
0x038A	0x3004      	MOVLW      4
0x038B	0x00FC      	MOVWF      R12
0x038C	0x30BA      	MOVLW      186
0x038D	0x00FD      	MOVWF      R13
L_Mostrar53:
0x038E	0x0BFD      	DECFSZ     R13, 1
0x038F	0x2B8E      	GOTO       L_Mostrar53
0x0390	0x0BFC      	DECFSZ     R12, 1
0x0391	0x2B8E      	GOTO       L_Mostrar53
0x0392	0x0BFB      	DECFSZ     R11, 1
0x0393	0x2B8E      	GOTO       L_Mostrar53
0x0394	0x0000      	NOP
;ProyectoIntegrador.c,229 :: 		recorre++;
0x0395	0x1283      	BCF        STATUS, 5
0x0396	0x1703      	BSF        STATUS, 6
0x0397	0x0AA0      	INCF       _recorre, 1
0x0398	0x1903      	BTFSC      STATUS, 2
0x0399	0x0AA1      	INCF       _recorre+1, 1
;ProyectoIntegrador.c,230 :: 		}
L_Mostrar52:
0x039A	0x1283      	BCF        STATUS, 5
0x039B	0x1703      	BSF        STATUS, 6
;ProyectoIntegrador.c,232 :: 		cmpData++;
0x039C	0x0A9E      	INCF       _cmpData, 1
0x039D	0x1903      	BTFSC      STATUS, 2
0x039E	0x0A9F      	INCF       _cmpData+1, 1
;ProyectoIntegrador.c,233 :: 		}
0x039F	0x2B54      	GOTO       L_Mostrar48
L_Mostrar49:
;ProyectoIntegrador.c,234 :: 		Lcd_Out(2,10,"V");
0x03A0	0x3002      	MOVLW      2
0x03A1	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x03A2	0x300A      	MOVLW      10
0x03A3	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x03A4	0x30DA      	MOVLW      ?lstr7_ProyectoIntegrador
0x03A5	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x03A6	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,235 :: 		Delay_ms(500);
0x03A7	0x3006      	MOVLW      6
0x03A8	0x00FB      	MOVWF      R11
0x03A9	0x3013      	MOVLW      19
0x03AA	0x00FC      	MOVWF      R12
0x03AB	0x30AD      	MOVLW      173
0x03AC	0x00FD      	MOVWF      R13
L_Mostrar54:
0x03AD	0x0BFD      	DECFSZ     R13, 1
0x03AE	0x2BAD      	GOTO       L_Mostrar54
0x03AF	0x0BFC      	DECFSZ     R12, 1
0x03B0	0x2BAD      	GOTO       L_Mostrar54
0x03B1	0x0BFB      	DECFSZ     R11, 1
0x03B2	0x2BAD      	GOTO       L_Mostrar54
0x03B3	0x0000      	NOP
0x03B4	0x0000      	NOP
;ProyectoIntegrador.c,236 :: 		cmpTope++;
0x03B5	0x1283      	BCF        STATUS, 5
0x03B6	0x1703      	BSF        STATUS, 6
0x03B7	0x0A99      	INCF       _cmpTope, 1
0x03B8	0x1903      	BTFSC      STATUS, 2
0x03B9	0x0A9A      	INCF       _cmpTope+1, 1
;ProyectoIntegrador.c,237 :: 		}
0x03BA	0x2B48      	GOTO       L_Mostrar46
L_Mostrar47:
;ProyectoIntegrador.c,238 :: 		}
L_end_Mostrar:
0x03BB	0x0008      	RETURN
; end of _Mostrar
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x03BC	0x2162      	CALL       _____DoICP
0x03BD	0x118A      	BCF        PCLATH, 3
0x03BE	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x03BF	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x03C0	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x03C1	0x0AEB      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x03C2	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x03C3	0x0AEC      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x03C4	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x03C5	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x03C6	0x2BBC      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x03C7	0x0008      	RETURN
; end of ___CC2DW
_UART1_Init:
;__Lib_UART_c67.c,2 :: 		
;__Lib_UART_c67.c,5 :: 		
0x03C8	0x1683      	BSF        STATUS, 5
0x03C9	0x1303      	BCF        STATUS, 6
0x03CA	0x1698      	BSF        TXSTA, 5
;__Lib_UART_c67.c,6 :: 		
0x03CB	0x3090      	MOVLW      144
0x03CC	0x1283      	BCF        STATUS, 5
0x03CD	0x0098      	MOVWF      RCSTA
;__Lib_UART_c67.c,7 :: 		
0x03CE	0x1683      	BSF        STATUS, 5
0x03CF	0x1787      	BSF        TRISC7_bit, BitPos(TRISC7_bit+0)
;__Lib_UART_c67.c,8 :: 		
0x03D0	0x1307      	BCF        TRISC6_bit, BitPos(TRISC6_bit+0)
;__Lib_UART_c67.c,10 :: 		
L_UART1_Init0:
0x03D1	0x1283      	BCF        STATUS, 5
0x03D2	0x1E8C      	BTFSS      PIR1, 5
0x03D3	0x2BD7      	GOTO       L_UART1_Init1
;__Lib_UART_c67.c,11 :: 		
0x03D4	0x081A      	MOVF       RCREG, 0
0x03D5	0x00F0      	MOVWF      R0
0x03D6	0x2BD1      	GOTO       L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,12 :: 		
L_end_UART1_Init:
0x03D7	0x0008      	RETURN
; end of _UART1_Init
_Title:
;ProyectoIntegrador.c,69 :: 		void Title(){
;ProyectoIntegrador.c,70 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x03D8	0x3001      	MOVLW      1
0x03D9	0x1283      	BCF        STATUS, 5
0x03DA	0x1703      	BSF        STATUS, 6
0x03DB	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x03DC	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,71 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);          // Cursor off
0x03DD	0x300C      	MOVLW      12
0x03DE	0x1703      	BSF        STATUS, 6
0x03DF	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x03E0	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,72 :: 		Lcd_Out(1,1,"proyect-muestreo");                 // Write text in first row
0x03E1	0x3001      	MOVLW      1
0x03E2	0x1703      	BSF        STATUS, 6
0x03E3	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x03E4	0x3001      	MOVLW      1
0x03E5	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x03E6	0x3024      	MOVLW      ?lstr1_ProyectoIntegrador
0x03E7	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x03E8	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,73 :: 		Delay_ms(500);
0x03E9	0x3006      	MOVLW      6
0x03EA	0x00FB      	MOVWF      R11
0x03EB	0x3013      	MOVLW      19
0x03EC	0x00FC      	MOVWF      R12
0x03ED	0x30AD      	MOVLW      173
0x03EE	0x00FD      	MOVWF      R13
L_Title0:
0x03EF	0x0BFD      	DECFSZ     R13, 1
0x03F0	0x2BEF      	GOTO       L_Title0
0x03F1	0x0BFC      	DECFSZ     R12, 1
0x03F2	0x2BEF      	GOTO       L_Title0
0x03F3	0x0BFB      	DECFSZ     R11, 1
0x03F4	0x2BEF      	GOTO       L_Title0
0x03F5	0x0000      	NOP
0x03F6	0x0000      	NOP
;ProyectoIntegrador.c,74 :: 		}
L_end_Title:
0x03F7	0x0008      	RETURN
; end of _Title
_cnfTiempoLcd:
;ProyectoIntegrador.c,163 :: 		void cnfTiempoLcd(){//Captura tiempo a muestrear (TMR0)
;ProyectoIntegrador.c,164 :: 		timing = 1;
0x03F8	0x3001      	MOVLW      1
0x03F9	0x1283      	BCF        STATUS, 5
0x03FA	0x1303      	BCF        STATUS, 6
0x03FB	0x00B5      	MOVWF      _timing
0x03FC	0x3000      	MOVLW      0
0x03FD	0x00B6      	MOVWF      _timing+1
;ProyectoIntegrador.c,165 :: 		desp = 0;
0x03FE	0x01CE      	CLRF       _desp
0x03FF	0x01CF      	CLRF       _desp+1
;ProyectoIntegrador.c,166 :: 		Lcd_Cmd(_LCD_CLEAR);               // Clear display
0x0400	0x3001      	MOVLW      1
0x0401	0x1703      	BSF        STATUS, 6
0x0402	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x0403	0x20A5      	CALL       _Lcd_Cmd
;ProyectoIntegrador.c,167 :: 		Delay_ms(50);
0x0404	0x3082      	MOVLW      130
0x0405	0x00FC      	MOVWF      R12
0x0406	0x30DD      	MOVLW      221
0x0407	0x00FD      	MOVWF      R13
L_cnfTiempoLcd19:
0x0408	0x0BFD      	DECFSZ     R13, 1
0x0409	0x2C08      	GOTO       L_cnfTiempoLcd19
0x040A	0x0BFC      	DECFSZ     R12, 1
0x040B	0x2C08      	GOTO       L_cnfTiempoLcd19
0x040C	0x0000      	NOP
0x040D	0x0000      	NOP
;ProyectoIntegrador.c,169 :: 		Lcd_Out(1,1,"time: ");
0x040E	0x3001      	MOVLW      1
0x040F	0x1703      	BSF        STATUS, 6
0x0410	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0411	0x3001      	MOVLW      1
0x0412	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x0413	0x3047      	MOVLW      ?lstr2_ProyectoIntegrador
0x0414	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x0415	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,170 :: 		Delay_ms(50);
0x0416	0x3082      	MOVLW      130
0x0417	0x00FC      	MOVWF      R12
0x0418	0x30DD      	MOVLW      221
0x0419	0x00FD      	MOVWF      R13
L_cnfTiempoLcd20:
0x041A	0x0BFD      	DECFSZ     R13, 1
0x041B	0x2C1A      	GOTO       L_cnfTiempoLcd20
0x041C	0x0BFC      	DECFSZ     R12, 1
0x041D	0x2C1A      	GOTO       L_cnfTiempoLcd20
0x041E	0x0000      	NOP
0x041F	0x0000      	NOP
;ProyectoIntegrador.c,171 :: 		Lcd_Out(1,9,"hrs[  ]");
0x0420	0x3001      	MOVLW      1
0x0421	0x1283      	BCF        STATUS, 5
0x0422	0x1703      	BSF        STATUS, 6
0x0423	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0424	0x3009      	MOVLW      9
0x0425	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x0426	0x303F      	MOVLW      ?lstr3_ProyectoIntegrador
0x0427	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x0428	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,172 :: 		Delay_ms(50);
0x0429	0x3082      	MOVLW      130
0x042A	0x00FC      	MOVWF      R12
0x042B	0x30DD      	MOVLW      221
0x042C	0x00FD      	MOVWF      R13
L_cnfTiempoLcd21:
0x042D	0x0BFD      	DECFSZ     R13, 1
0x042E	0x2C2D      	GOTO       L_cnfTiempoLcd21
0x042F	0x0BFC      	DECFSZ     R12, 1
0x0430	0x2C2D      	GOTO       L_cnfTiempoLcd21
0x0431	0x0000      	NOP
0x0432	0x0000      	NOP
;ProyectoIntegrador.c,173 :: 		Lcd_Out(2,1,"min[  ]");
0x0433	0x3002      	MOVLW      2
0x0434	0x1283      	BCF        STATUS, 5
0x0435	0x1703      	BSF        STATUS, 6
0x0436	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0437	0x3001      	MOVLW      1
0x0438	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x0439	0x3037      	MOVLW      ?lstr4_ProyectoIntegrador
0x043A	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x043B	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,174 :: 		Delay_ms(50);
0x043C	0x3082      	MOVLW      130
0x043D	0x00FC      	MOVWF      R12
0x043E	0x30DD      	MOVLW      221
0x043F	0x00FD      	MOVWF      R13
L_cnfTiempoLcd22:
0x0440	0x0BFD      	DECFSZ     R13, 1
0x0441	0x2C40      	GOTO       L_cnfTiempoLcd22
0x0442	0x0BFC      	DECFSZ     R12, 1
0x0443	0x2C40      	GOTO       L_cnfTiempoLcd22
0x0444	0x0000      	NOP
0x0445	0x0000      	NOP
;ProyectoIntegrador.c,175 :: 		Lcd_Out(2,9,"seg[  ]");
0x0446	0x3002      	MOVLW      2
0x0447	0x1283      	BCF        STATUS, 5
0x0448	0x1703      	BSF        STATUS, 6
0x0449	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x044A	0x3009      	MOVLW      9
0x044B	0x00A5      	MOVWF      FARG_Lcd_Out_column
0x044C	0x305C      	MOVLW      ?lstr5_ProyectoIntegrador
0x044D	0x00A6      	MOVWF      FARG_Lcd_Out_text
0x044E	0x2283      	CALL       _Lcd_Out
;ProyectoIntegrador.c,176 :: 		Delay_ms(50);
0x044F	0x3082      	MOVLW      130
0x0450	0x00FC      	MOVWF      R12
0x0451	0x30DD      	MOVLW      221
0x0452	0x00FD      	MOVWF      R13
L_cnfTiempoLcd23:
0x0453	0x0BFD      	DECFSZ     R13, 1
0x0454	0x2C53      	GOTO       L_cnfTiempoLcd23
0x0455	0x0BFC      	DECFSZ     R12, 1
0x0456	0x2C53      	GOTO       L_cnfTiempoLcd23
0x0457	0x0000      	NOP
0x0458	0x0000      	NOP
;ProyectoIntegrador.c,177 :: 		valor = 0;
0x0459	0x1283      	BCF        STATUS, 5
0x045A	0x01D0      	CLRF       _valor
0x045B	0x01D1      	CLRF       _valor+1
;ProyectoIntegrador.c,178 :: 		while(timing != 4){//timing sirve para saber en qué unidad de tiempo se está ajustando el parámetro
L_cnfTiempoLcd24:
0x045C	0x3000      	MOVLW      0
0x045D	0x0636      	XORWF      _timing+1, 0
0x045E	0x1D03      	BTFSS      STATUS, 2
0x045F	0x2C62      	GOTO       L__cnfTiempoLcd126
0x0460	0x3004      	MOVLW      4
0x0461	0x0635      	XORWF      _timing, 0
L__cnfTiempoLcd126:
0x0462	0x1903      	BTFSC      STATUS, 2
0x0463	0x2CF7      	GOTO       L_cnfTiempoLcd25
;ProyectoIntegrador.c,179 :: 		if(UPBtn && banderaUp==0){//incrementa unidades de tiempo con el botón de UP
0x0464	0x1C07      	BTFSS      RC0_bit, BitPos(RC0_bit+0)
0x0465	0x2C8B      	GOTO       L_cnfTiempoLcd28
0x0466	0x3000      	MOVLW      0
0x0467	0x1683      	BSF        STATUS, 5
0x0468	0x0641      	XORWF      _banderaUp+1, 0
0x0469	0x1D03      	BTFSS      STATUS, 2
0x046A	0x2C6D      	GOTO       L__cnfTiempoLcd127
0x046B	0x3000      	MOVLW      0
0x046C	0x0640      	XORWF      _banderaUp, 0
L__cnfTiempoLcd127:
0x046D	0x1D03      	BTFSS      STATUS, 2
0x046E	0x2C8B      	GOTO       L_cnfTiempoLcd28
L__cnfTiempoLcd98:
;ProyectoIntegrador.c,180 :: 		banderaUp = 1;
0x046F	0x3001      	MOVLW      1
0x0470	0x00C0      	MOVWF      _banderaUp
0x0471	0x3000      	MOVLW      0
0x0472	0x00C1      	MOVWF      _banderaUp+1
;ProyectoIntegrador.c,181 :: 		valor++;
0x0473	0x1283      	BCF        STATUS, 5
0x0474	0x0AD0      	INCF       _valor, 1
0x0475	0x1903      	BTFSC      STATUS, 2
0x0476	0x0AD1      	INCF       _valor+1, 1
;ProyectoIntegrador.c,182 :: 		procesarValor(timing);//dependiendo de la carga, lo procesa y lo pasa a caracter imprimible por la lcd
0x0477	0x0835      	MOVF       _timing, 0
0x0478	0x1703      	BSF        STATUS, 6
0x0479	0x00A4      	MOVWF      FARG_procesarValor_opc
0x047A	0x1303      	BCF        STATUS, 6
0x047B	0x0836      	MOVF       _timing+1, 0
0x047C	0x1703      	BSF        STATUS, 6
0x047D	0x00A5      	MOVWF      FARG_procesarValor_opc+1
0x047E	0x2169      	CALL       _procesarValor
;ProyectoIntegrador.c,183 :: 		Delay_ms(50);
0x047F	0x3082      	MOVLW      130
0x0480	0x1283      	BCF        STATUS, 5
0x0481	0x1303      	BCF        STATUS, 6
0x0482	0x00FC      	MOVWF      R12
0x0483	0x30DD      	MOVLW      221
0x0484	0x00FD      	MOVWF      R13
L_cnfTiempoLcd29:
0x0485	0x0BFD      	DECFSZ     R13, 1
0x0486	0x2C85      	GOTO       L_cnfTiempoLcd29
0x0487	0x0BFC      	DECFSZ     R12, 1
0x0488	0x2C85      	GOTO       L_cnfTiempoLcd29
0x0489	0x0000      	NOP
0x048A	0x0000      	NOP
;ProyectoIntegrador.c,184 :: 		}
L_cnfTiempoLcd28:
0x048B	0x1283      	BCF        STATUS, 5
;ProyectoIntegrador.c,185 :: 		if(!UPBtn && banderaUp==1){
0x048C	0x1807      	BTFSC      RC0_bit, BitPos(RC0_bit+0)
0x048D	0x2C99      	GOTO       L_cnfTiempoLcd32
0x048E	0x3000      	MOVLW      0
0x048F	0x1683      	BSF        STATUS, 5
0x0490	0x0641      	XORWF      _banderaUp+1, 0
0x0491	0x1D03      	BTFSS      STATUS, 2
0x0492	0x2C95      	GOTO       L__cnfTiempoLcd128
0x0493	0x3001      	MOVLW      1
0x0494	0x0640      	XORWF      _banderaUp, 0
L__cnfTiempoLcd128:
0x0495	0x1D03      	BTFSS      STATUS, 2
0x0496	0x2C99      	GOTO       L_cnfTiempoLcd32
L__cnfTiempoLcd97:
;ProyectoIntegrador.c,186 :: 		banderaUp=0;
0x0497	0x01C0      	CLRF       _banderaUp
0x0498	0x01C1      	CLRF       _banderaUp+1
;ProyectoIntegrador.c,187 :: 		}
L_cnfTiempoLcd32:
;ProyectoIntegrador.c,188 :: 		if(OKBtn && banderaOk==0){//Se acepta el valor cargado en las unidades de tiempo, se incrementa al siguiente
0x0499	0x1283      	BCF        STATUS, 5
0x049A	0x1C87      	BTFSS      RC1_bit, BitPos(RC1_bit+0)
0x049B	0x2CB5      	GOTO       L_cnfTiempoLcd35
0x049C	0x3000      	MOVLW      0
0x049D	0x1683      	BSF        STATUS, 5
0x049E	0x064C      	XORWF      _banderaOk+1, 0
0x049F	0x1D03      	BTFSS      STATUS, 2
0x04A0	0x2CA3      	GOTO       L__cnfTiempoLcd129
0x04A1	0x3000      	MOVLW      0
0x04A2	0x064B      	XORWF      _banderaOk, 0
L__cnfTiempoLcd129:
0x04A3	0x1D03      	BTFSS      STATUS, 2
0x04A4	0x2CB5      	GOTO       L_cnfTiempoLcd35
L__cnfTiempoLcd96:
;ProyectoIntegrador.c,190 :: 		timing++;
0x04A5	0x1283      	BCF        STATUS, 5
0x04A6	0x0AB5      	INCF       _timing, 1
0x04A7	0x1903      	BTFSC      STATUS, 2
0x04A8	0x0AB6      	INCF       _timing+1, 1
;ProyectoIntegrador.c,191 :: 		banderaOk = 1;
0x04A9	0x3001      	MOVLW      1
0x04AA	0x1683      	BSF        STATUS, 5
0x04AB	0x00CB      	MOVWF      _banderaOk
0x04AC	0x3000      	MOVLW      0
0x04AD	0x00CC      	MOVWF      _banderaOk+1
;ProyectoIntegrador.c,192 :: 		decena = 0;
0x04AE	0x1283      	BCF        STATUS, 5
0x04AF	0x01D4      	CLRF       _decena
0x04B0	0x01D5      	CLRF       _decena+1
;ProyectoIntegrador.c,193 :: 		valor = 0;
0x04B1	0x01D0      	CLRF       _valor
0x04B2	0x01D1      	CLRF       _valor+1
;ProyectoIntegrador.c,194 :: 		desp = 0;
0x04B3	0x01CE      	CLRF       _desp
0x04B4	0x01CF      	CLRF       _desp+1
;ProyectoIntegrador.c,195 :: 		}
L_cnfTiempoLcd35:
0x04B5	0x1283      	BCF        STATUS, 5
;ProyectoIntegrador.c,196 :: 		if(!OKBtn && banderaOk==1){
0x04B6	0x1887      	BTFSC      RC1_bit, BitPos(RC1_bit+0)
0x04B7	0x2CC3      	GOTO       L_cnfTiempoLcd38
0x04B8	0x3000      	MOVLW      0
0x04B9	0x1683      	BSF        STATUS, 5
0x04BA	0x064C      	XORWF      _banderaOk+1, 0
0x04BB	0x1D03      	BTFSS      STATUS, 2
0x04BC	0x2CBF      	GOTO       L__cnfTiempoLcd130
0x04BD	0x3001      	MOVLW      1
0x04BE	0x064B      	XORWF      _banderaOk, 0
L__cnfTiempoLcd130:
0x04BF	0x1D03      	BTFSS      STATUS, 2
0x04C0	0x2CC3      	GOTO       L_cnfTiempoLcd38
L__cnfTiempoLcd95:
;ProyectoIntegrador.c,197 :: 		banderaOk=0;
0x04C1	0x01CB      	CLRF       _banderaOk
0x04C2	0x01CC      	CLRF       _banderaOk+1
;ProyectoIntegrador.c,198 :: 		}
L_cnfTiempoLcd38:
;ProyectoIntegrador.c,199 :: 		if(DOWNBtn && banderaDown==0){//Decrementa unidades de tiempo con el botón Down
0x04C3	0x1283      	BCF        STATUS, 5
0x04C4	0x1D07      	BTFSS      RC2_bit, BitPos(RC2_bit+0)
0x04C5	0x2CEA      	GOTO       L_cnfTiempoLcd41
0x04C6	0x3000      	MOVLW      0
0x04C7	0x066B      	XORWF      _banderaDown+1, 0
0x04C8	0x1D03      	BTFSS      STATUS, 2
0x04C9	0x2CCC      	GOTO       L__cnfTiempoLcd131
0x04CA	0x3000      	MOVLW      0
0x04CB	0x066A      	XORWF      _banderaDown, 0
L__cnfTiempoLcd131:
0x04CC	0x1D03      	BTFSS      STATUS, 2
0x04CD	0x2CEA      	GOTO       L_cnfTiempoLcd41
L__cnfTiempoLcd94:
;ProyectoIntegrador.c,200 :: 		banderaDown = 1;
0x04CE	0x3001      	MOVLW      1
0x04CF	0x00EA      	MOVWF      _banderaDown
0x04D0	0x3000      	MOVLW      0
0x04D1	0x00EB      	MOVWF      _banderaDown+1
;ProyectoIntegrador.c,201 :: 		valor--;
0x04D2	0x3001      	MOVLW      1
0x04D3	0x02D0      	SUBWF      _valor, 1
0x04D4	0x1C03      	BTFSS      STATUS, 0
0x04D5	0x03D1      	DECF       _valor+1, 1
;ProyectoIntegrador.c,202 :: 		procesarValor(timing);//dependiendo de la carga, lo procesa y lo pasa a caracter imprimible por la lcd
0x04D6	0x0835      	MOVF       _timing, 0
0x04D7	0x1703      	BSF        STATUS, 6
0x04D8	0x00A4      	MOVWF      FARG_procesarValor_opc
0x04D9	0x1303      	BCF        STATUS, 6
0x04DA	0x0836      	MOVF       _timing+1, 0
0x04DB	0x1703      	BSF        STATUS, 6
